,native:xgboost_native,native:lightgbm_native,native:catboost_native,permutation:xgboost_perm_f1m,permutation:lightgbm_perm_f1m,permutation:catboost_perm_f1m,avg_native,avg_perm,avg_total,zero_native,zero_perm,all_zero
close,0.051754437386989594,15329.0,5.7372102795241515,-0.0025536004374834163,-0.0013148791397406324,0.003247041395221706,5111.596321572303,-0.00020714606066744756,2555.7980572131214,False,False,False
f_ema_50,0.05577094852924347,11458.0,6.351486225036941,-0.0023863196524438355,0.00028642275606338696,-0.00174236431630006,3821.4690857245223,-0.0012807537375601695,1910.733902485392,False,False,False
f_ema_200,0.05723259598016739,14469.0,8.54665898535061,-0.004568367514470206,0.0005720397486721262,0.0016373034185887647,4825.8679638604435,-0.0007863414490697718,2412.9335887594975,False,False,False
f_ema20_slope,0.04254710674285889,9561.0,1.8948118546338615,0.0012596580579072203,-0.0008803768895618514,0.000747765444004811,3187.645786320459,0.0003756822041167266,1593.8230810013317,False,False,False
f_macd_12_26_9_hist,0.04737558215856552,16583.0,4.906130936005839,0.0010590012138401827,-0.001339956305710155,0.001128317341200602,5529.3178355060545,0.00028245408311021,2764.6590589800685,False,False,False
f_di_diff_14,0.04664163291454315,15152.0,4.204117606337263,0.00430589652659411,0.005253849834421754,0.00939080215928818,5052.083586413084,0.006316849506768015,2526.044951631295,False,False,False
f_adx_14,0.048517122864723206,20859.0,7.436829074079059,-0.002881131051833774,-0.00012494045934247078,0.00013638302435997618,6955.495115398981,-0.0009565628289387563,3477.747079418076,False,False,False
f_rsi_5,0.041926249861717224,13195.0,3.323888334928479,0.007561816812342309,0.009550479878926144,0.007577937476629537,4399.455271528263,0.008230078055965996,2199.7317508031597,False,False,False
f_rsi_14,0.04509495571255684,11202.0,2.8559617645425104,5.285212501876524e-05,-0.00035733865621125906,0.0049890692122773195,3734.9670189067515,0.0015615275603616085,1867.4842902171558,False,False,False
f_roc_5,0.04278780147433281,14546.0,3.1484926812505756,0.002687548205491108,0.0026512311689663947,0.0016865609431185313,4849.730426827575,0.002341780105858678,2424.8663843038403,False,False,False
f_atr_14_pct,0.048604730516672134,19024.0,6.842701182847295,0.0023113978268082926,0.0047390631090723275,0.001245550893709968,6343.630435304454,0.002765337276530196,3171.8166003208657,False,False,False
f_return_std_20,0.04976378381252289,19292.0,7.572062707594063,0.0017901958868571377,0.002797864402857142,0.0034220920201258444,6433.207275497135,0.0026700507699467086,3216.6049727739523,False,False,False
f_range_over_atr,0.04758531600236893,16280.0,3.8338705019644825,0.002039210441342321,0.002118901233329018,0.0017549628004442596,5427.960485272656,0.0019710248250385328,2713.9812281487407,False,False,False
f_donchian_pos_20,0.04420128092169762,15058.0,4.093656284641983,0.0026479430655205636,0.003663422932896254,0.0048620381782510935,5020.712619188521,0.0037244680588893035,2510.35817182829,False,False,False
f_bandwidth_20,0.04870285838842392,18256.0,5.9661392019062065,0.0021648428708922916,0.001470137696802065,0.0028050393036936462,6087.338280686766,0.002146673290462668,3043.670213680028,False,False,False
f_ret_12,0.04418536648154259,14247.0,3.3481361058042833,0.00544028823422889,0.002048823967448543,0.0044759848993351945,4750.130773824095,0.003988365700337543,2375.067381094898,False,False,False
f_ret_24,0.04766518250107765,16301.0,4.854977958198678,-0.002385267619186615,-0.004126744893461554,-0.001982502827806598,5435.3008810469,-0.002831505113484922,2717.649024770893,False,False,False
f_rolling_std_ret_5,0.04778963699936867,18333.0,5.387168863388072,-0.0012271990069703588,0.00030321235377510635,-0.002766714604445897,6112.811652833462,-0.0012302337525470497,3056.4052112998547,False,False,False
f_zscore_close_50,0.04637989029288292,14372.0,4.3207863921078005,0.00035321245350984355,0.00014940179737157333,0.007599845746487787,4792.1223887608,0.002700819999123068,2396.0625447904,False,False,False
f_vwap_dev_over_atr14,0.04539814963936806,15485.0,4.8492465822102,0.005066670262968254,0.002491798366457709,0.004628064079024452,5163.2982149106165,0.004062177569483472,2581.651138544093,False,False,False
f_psar_trend,0.050075285136699677,998.0,0.5256664776476503,0.0016010227186579295,0.0009405230281004373,0.001687237579743084,332.85858058759476,0.0014095944421671502,166.42999509101847,False,False,False
