,native:xgboost_native,native:lightgbm_native,native:catboost_native,permutation:xgboost_perm_f1m,permutation:lightgbm_perm_f1m,permutation:catboost_perm_f1m,avg_native,avg_perm,avg_total,zero_native,zero_perm,all_zero
f_macd_12_26_9_hist,0.0578555129468441,21324.0,6.645573965023244,-0.0010477594986323835,-0.0014999579917350458,0.00022606883107010312,7110.2344764926565,-0.0007738828864324421,3555.116851304885,False,False,False
f_di_diff_14,0.05902352184057236,20814.0,6.252127590720341,0.002858954692552096,0.002041995891545989,0.0027356388594877213,6940.10371703752,0.002545529814528602,3470.053131283668,False,False,False
f_adx_14,0.059318579733371735,25542.0,9.26856167407392,0.0020918024155437533,-0.002683291175812552,-0.0025704078159411448,8517.109293417936,-0.0010539655254033144,4258.5541197262055,False,False,False
f_roc_5,0.05552030727267265,19891.0,5.284894756581789,0.00013624615409794095,0.0002990589560597057,0.0001941121025551773,6632.113471687952,0.00020980573757094134,3316.056840746845,False,False,False
f_atr_14_pct,0.060011330991983414,24022.0,9.097257631172052,0.0038742210287982084,0.0008599752956789164,-0.0018843295390921556,8010.385756320721,0.000949955595128323,4005.193353138158,False,False,False
f_return_std_20,0.06059814244508743,24669.0,9.722060219786712,0.004113226670129732,-0.00023291340488029721,0.0016997812169604388,8226.260886120743,0.0018600314940699577,4113.1313730761185,False,False,False
f_range_over_atr,0.059385690838098526,21685.0,5.517705052860432,0.00016101122207012875,-0.0019306640969968258,0.0009039794057516204,7230.192363581234,-0.0002885578230583589,3615.096037511705,False,False,False
f_donchian_pos_20,0.05792950466275215,20830.0,6.145839770764977,0.004355853465498305,0.0008652822802174165,0.005008284003802416,6945.4012564251425,0.0034098065831727124,3472.702333115863,False,False,False
f_bandwidth_20,0.06046092137694359,22571.0,7.750036287571437,0.0016270007061512826,-0.00453429614342139,-0.0022520531103321973,7526.270165736317,-0.0017197828492007683,3763.1342229767342,False,False,False
f_ret_12,0.056718163192272186,18708.0,4.8563669446342015,0.0042457401645853874,0.00433657228200589,0.002974248593086215,6237.637695035942,0.0038521870132258314,3118.8207736114778,False,False,False
f_ret_24,0.05917197838425636,21595.0,6.762647676241072,0.0011219999390042813,0.0005390777685429504,-0.0019986175925422065,7200.607273218208,-0.00011251329499832495,3600.3035803524567,False,False,False
f_rolling_std_ret_5,0.06055848300457001,23682.0,7.519096818490992,-0.00047307183179192693,-0.0022850423810313212,0.00028004381651083323,7896.526551767165,-0.0008260234654374716,3948.26286287185,False,False,False
f_zscore_close_50,0.058322977274656296,20146.0,6.506151604247073,-0.0009816240310441926,-0.004414012241235177,-0.0025928395826566365,6717.5214915271745,-0.0026628252849786684,3358.7594143509446,False,False,False
f_vwap_dev_over_atr14,0.05735725536942482,20494.0,6.6271038023422,0.0005530366499965966,0.0004751576313507755,0.0032306557852031736,6833.561487019237,0.001419616688850182,3416.7814533179626,False,False,False
f_regime_trend_adx14,0.05694495886564255,388.0,0.07007505037227497,0.0017755701833930826,0.0003398323273900994,0.0007295914921726099,129.37567333641263,0.0009483313343185973,64.68831083387347,False,False,False
f_regime_bull_ema200,0.06384610384702682,2045.0,1.0372879148838856,0.00100678069791984,-0.002202149017475075,-0.0007874501506888509,682.0337113395769,-0.0006609394900813619,341.0165252000434,False,False,False
f_regime_highvol_atr14,0.056976478546857834,1594.0,0.9372132402333974,0.0012839390771507754,-0.0010855036763521286,0.00023204312473918965,531.66472990626,0.00014349284184594547,265.83243669955095,False,False,False
