,native:xgboost_native,native:lightgbm_native,native:catboost_native,permutation:xgboost_perm_f1m,permutation:lightgbm_perm_f1m,permutation:catboost_perm_f1m,avg_native,avg_perm,avg_total,zero_native,zero_perm,all_zero
f_macd_12_26_9_hist,0.05220256745815277,19134.0,6.139347739325027,0.00034474077005256507,0.004703098658815119,-0.0001949750336906364,6380.063850102261,0.001617621465059016,3190.0327338618627,False,False,False
f_di_diff_14,0.05230431258678436,18289.0,5.616451539612269,0.0018376983956212233,0.010228847506321526,0.0053330038811679305,6098.2229186174,0.00579984992770356,3049.1143592336643,False,False,False
f_adx_14,0.05319243296980858,23048.0,8.879948878332208,-0.00023377235199169012,0.0045735741798555215,0.0016101736511356269,7685.644380437101,0.001983325159666486,3842.8231818811305,False,False,False
f_roc_5,0.0487971305847168,17933.0,4.827719658835095,-0.0002787731083985112,0.0038175045940659126,-0.001349634539819311,5979.29217226314,0.0007296989819493635,2989.646450981061,False,False,False
f_atr_14_pct,0.05369129404425621,18782.0,6.555812087131823,0.0015014236921838786,0.0016015616571124602,-0.0010361944744521124,6262.869834460392,0.0006889302916147422,3131.435261695342,False,False,False
f_return_std_20,0.05412648990750313,20069.0,7.536821960463914,-0.00045131443709424125,0.0038292982442288182,0.0011996457114018643,6692.19698281679,0.0015258765061788137,3346.0992543466477,False,False,False
f_range_over_atr,0.05299988016486168,19191.0,5.142275099576015,-0.0007413607459577865,0.0025416954980644222,-0.0008223319141769658,6398.73175832658,0.0003260009459765567,3199.3660421637637,False,False,False
f_donchian_pos_20,0.05149999260902405,18814.0,5.658870280100542,0.004707476904045887,0.010513787395571666,0.005635808530122322,6273.236790090904,0.006952357609913292,3136.6218712242567,False,False,False
f_bandwidth_20,0.053739551454782486,17947.0,5.67055358152812,-0.004737252802935588,0.00613246479845273,-0.00418517964161359,5984.241431044327,-0.0009299892153654827,2992.120250527556,False,False,False
f_ret_12,0.05078938975930214,16717.0,4.359776933331563,0.0028222801132909868,0.0037372466908218603,0.002063060704644648,5573.803522107697,0.0028741958362524986,2786.903198151766,False,False,False
f_ret_24,0.052687644958496094,19506.0,6.274175637041792,0.0007400302216305388,0.008720575545980103,-0.00017353502697445844,6504.108954427334,0.003095690246878728,3252.0560250587896,False,False,False
f_rolling_std_ret_5,0.05372348055243492,21206.0,7.014969493731584,-0.0019916800573960168,0.004466422721626617,-0.003106196678419848,7071.022897658095,-0.00021048467139641583,3535.5113435867115,False,False,False
f_zscore_close_50,0.0521920807659626,17726.0,5.992906330988163,-0.0005036327386888972,0.0016936481854849083,-0.0048096439469141996,5910.681699470584,-0.0012065428333727295,2955.3402464638752,False,False,False
f_vwap_dev_over_atr14,0.052007321268320084,18648.0,6.137771227527083,0.001899073715375721,0.005998733532051448,0.0011316132371338328,6218.063259516265,0.0030098068281870006,3109.033134661547,False,False,False
f_regime_trend_adx14,0.047380175441503525,404.0,0.0590347123421374,-0.0005176192983679217,-0.0008798054051859849,0.0010397132717912428,134.70213829592788,-0.00011923714392088791,67.35100952939197,False,False,False
f_regime_bull_ema200,0.06173037737607956,1835.0,1.0077125831446772,0.00011103798887994732,0.003923834021337147,-0.0011493383508406896,612.023147653507,0.0009618445531254681,306.01205474903,False,False,False
f_regime_highvol_atr14,0.051660966128110886,1421.0,0.907431609055963,-0.0003067730063066043,0.0008497749843510815,-0.0001822543777919794,473.986364191728,0.00012024920008416593,236.99324222046405,False,False,False
f_bb_squeeze_20,0.05328109860420227,18515.0,5.648589955793919,-0.0001209086717951835,0.003753648433994716,0.0003430103860042388,6173.567290351467,0.0013252500494012572,3086.7843078007577,False,False,False
f_stdret20_over_atr14,0.051993753761053085,20815.0,6.569830692138085,0.0014379792836749284,0.008692184920730284,0.0015020943388278861,6940.540608148633,0.003877419514411033,3470.272242784074,False,False,False
