iter	Passed	Remaining
231	2399	49306
232	2408	49281
233	2417	49243
234	2426	49199
235	2436	49192
236	2449	49219
237	2457	49177
238	2471	49232
239	2482	49240
240	2490	49180
241	2500	49161
242	2511	49169
243	2519	49111
244	2530	49113
245	2540	49101
246	2549	49068
247	2557	49006
248	2568	49012
249	2582	49067
250	2591	49033
251	2601	49022
252	2614	49058
253	2627	49103
254	2636	49063
255	2645	49022
256	2654	48981
257	2663	48959
258	2675	48974
259	2688	49013
260	2699	49020
261	2707	48962
262	2714	48899
263	2722	48847
264	2730	48779
265	2739	48747
266	2747	48696
267	2758	48707
268	2765	48634
269	2773	48596
270	2784	48594
271	2794	48575
272	2808	48621
273	2816	48578
274	2822	48502
275	2831	48459
276	2842	48462
277	2851	48442
278	2866	48496
279	2876	48484
280	2891	48566
281	2903	48574
282	2914	48578
283	2922	48535
284	2931	48504
285	2943	48514
286	2957	48561
287	2965	48520
288	2975	48508
289	2984	48477
290	2994	48452
291	3001	48395
292	3011	48379
293	3019	48337
294	3026	48269
295	3038	48284
296	3044	48213
297	3057	48246
298	3068	48252
299	3080	48254
300	3087	48199
301	3094	48146
302	3106	48152
303	3116	48135
304	3125	48113
305	3133	48072
306	3144	48064
307	3154	48058
308	3161	48002
309	3171	47985
310	3180	47948
311	3187	47887
312	3197	47883
313	3208	47878
314	3217	47852
315	3227	47841
316	3236	47808
317	3245	47782
318	3252	47733
319	3260	47691
320	3269	47656
321	3278	47627
322	3285	47566
323	3294	47540
324	3300	47478
325	3308	47430
326	3320	47456
327	3330	47440
328	3340	47428
329	3348	47390
330	3357	47353
331	3369	47376
332	3378	47346
333	3387	47329
334	3401	47374
335	3410	47342
336	3422	47352
337	3429	47297
338	3440	47299
339	3453	47339
340	3467	47369
341	3474	47328
342	3484	47312
343	3491	47262
344	3504	47283
345	3515	47289
346	3527	47302
347	3536	47274
348	3548	47293
349	3558	47281
350	3565	47223
351	3574	47196
352	3582	47164
353	3590	47117
354	3602	47139
355	3612	47121
356	3619	47079
357	3630	47077
358	3639	47052
359	3649	47034
360	3658	47011
361	3664	46953
362	3678	46995
363	3695	47068
364	3707	47075
365	3717	47073
366	3732	47117
367	3745	47138
368	3759	47176
369	3768	47151
370	3776	47121
371	3785	47099
372	3795	47077
373	3805	47064
374	3811	47008
375	3820	46986
376	3828	46951
377	3835	46904
378	3842	46851
379	3852	46837
380	3864	46851
381	3874	46840
382	3881	46786
383	3892	46787
384	3899	46744
385	3908	46723
386	3915	46677
387	3923	46631
388	3930	46591
389	3940	46578
390	3949	46551
391	3959	46540
392	3968	46526
393	3977	46497
394	3986	46471
395	3998	46485
396	4006	46452
397	4014	46413
398	4021	46378
399	4029	46337
400	4038	46311
401	4049	46313
402	4063	46355
403	4074	46354
404	4081	46302
405	4092	46308
406	4102	46294
407	4114	46307
408	4123	46289
409	4131	46247
410	4142	46256
411	4154	46262
412	4163	46242
413	4173	46235
414	4183	46220
415	4199	46280
416	4211	46287
417	4223	46297
418	4234	46293
419	4240	46243
420	4251	46239
421	4263	46252
422	4271	46220
423	4281	46204
424	4291	46198
425	4299	46167
426	4310	46163
427	4321	46162
428	4332	46157
429	4340	46130
430	4350	46118
431	4363	46139
432	4373	46128
433	4383	46116
434	4395	46125
435	4403	46100
436	4414	46093
437	4424	46085
438	4435	46085
439	4442	46044
440	4452	46026
441	4461	46006
442	4467	45959
443	4477	45944
444	4486	45923
445	4496	45907
446	4508	45919
447	4521	45937
448	4528	45895
449	4538	45891
450	4550	45894
451	4558	45863
452	4566	45836
453	4578	45846
454	4589	45846
455	4600	45838
456	4607	45803
457	4616	45778
458	4622	45734
459	4631	45708
460	4637	45662
461	4651	45684
462	4662	45692
463	4672	45681
464	4681	45656
465	4693	45668
466	4706	45679
467	4717	45680
468	4726	45663
469	4735	45644
470	4745	45631
471	4752	45593
472	4762	45581
473	4768	45534
474	4777	45513
475	4784	45471
476	4792	45440
477	4799	45402
478	4807	45374
479	4814	45339
480	4822	45302
481	4829	45268
482	4835	45225
483	4844	45197
484	4850	45158
485	4858	45128
486	4865	45089
487	4874	45072
488	4880	45026
489	4888	44998
490	4895	44960
491	4903	44924
492	4909	44885
493	4917	44856
494	4924	44814
495	4934	44808
496	4943	44786
497	4950	44755
498	4959	44732
499	4965	44693
500	4975	44681
501	4983	44656
502	4990	44616
503	4998	44592
504	5005	44552
505	5015	44542
506	5021	44502
507	5030	44478
508	5041	44483
509	5050	44463
510	5061	44465
511	5070	44449
512	5077	44413
513	5085	44384
514	5093	44362
515	5104	44359
516	5114	44348
517	5122	44320
518	5129	44286
519	5135	44247
520	5144	44227
521	5154	44218
522	5161	44182
523	5172	44180
524	5179	44145
525	5190	44147
526	5198	44120
527	5205	44092
528	5213	44065
529	5223	44055
530	5233	44044
531	5247	44073
532	5259	44082
533	5272	44094
534	5285	44112
535	5291	44070
536	5303	44081
537	5319	44120
538	5332	44136
539	5343	44135
540	5355	44142
541	5371	44177
542	5382	44177
543	5393	44177
544	5405	44190
545	5427	44271
546	5443	44310
547	5458	44344
548	5474	44384
549	5481	44350
550	5491	44343
551	5505	44360
552	5518	44378
553	5530	44382
554	5546	44421
555	5561	44450
556	5571	44444
557	5588	44488
558	5606	44541
559	5622	44577
560	5636	44601
561	5652	44634
562	5664	44643
563	5676	44644
564	5687	44642
565	5701	44661
566	5716	44694
567	5728	44695
568	5742	44721
569	5752	44705
570	5767	44735
571	5783	44771
572	5796	44786
573	5807	44778
574	5819	44786
575	5833	44803
576	5844	44801
577	5857	44809
578	5867	44799
579	5878	44801
580	5892	44819
581	5906	44835
582	5915	44816
583	5925	44807
584	5940	44835
585	5950	44819
586	5963	44834
587	5977	44851
588	5991	44870
589	6007	44904
590	6026	44955
591	6035	44942
592	6047	44944
593	6060	44951
594	6069	44932
595	6081	44934
596	6095	44957
597	6108	44969
598	6120	44965
599	6133	44976
600	6149	45008
601	6167	45057
602	6177	45043
603	6188	45040
604	6198	45028
605	6209	45021
606	6227	45073
607	6240	45078
608	6252	45079
609	6266	45100
610	6280	45111
611	6297	45151
612	6312	45175
613	6330	45223
614	6345	45244
615	6358	45252
616	6365	45217
617	6380	45241
618	6391	45234
619	6402	45233
620	6417	45250
621	6430	45259
622	6439	45239
623	6450	45234
624	6468	45276
625	6482	45294
626	6498	45320
627	6509	45320
628	6523	45334
629	6538	45353
630	6552	45367
631	6574	45435
632	6584	45427
633	6601	45463
634	6616	45480
635	6628	45483
636	6639	45477
637	6655	45505
638	6673	45546
639	6690	45582
640	6707	45613
641	6730	45688
642	6745	45708
643	6756	45703
644	6770	45712
645	6780	45702
646	6791	45690
647	6803	45694
648	6819	45721
649	6829	45704
650	6844	45724
651	6851	45693
652	6861	45674
653	6876	45696
654	6885	45678
655	6898	45684
656	6910	45678
657	6923	45689
658	6934	45678
659	6943	45657
660	6953	45644
661	6961	45620
662	6974	45626
663	6982	45599
664	6997	45617
665	7012	45636
666	7026	45644
667	7040	45657
668	7050	45642
669	7061	45634
670	7072	45631
671	7082	45617
672	7093	45607
673	7107	45619
674	7118	45614
675	7128	45598
676	7149	45650
677	7160	45643
678	7179	45691
679	7194	45706
680	7211	45736
681	7224	45738
682	7236	45740
683	7249	45744
684	7260	45736
685	7275	45750
686	7289	45762
687	7298	45742
688	7319	45798
689	7333	45806
690	7341	45778
691	7354	45785
692	7377	45849
693	7387	45833
694	7405	45873
695	7420	45890
696	7429	45867
697	7442	45867
698	7455	45877
699	7467	45871
700	7479	45867
701	7489	45855
702	7508	45895
703	7521	45897
704	7532	45889
705	7548	45908
706	7557	45892
707	7571	45896
708	7584	45901
709	7603	45943
710	7615	45937
711	7634	45977
712	7645	45971
713	7658	45974
714	7670	45970
715	7687	45996
716	7704	46023
717	7713	46001
718	7723	45984
719	7737	45993
720	7753	46016
721	7763	46000
722	7778	46014
723	7794	46035
724	7808	46041
725	7819	46034
726	7829	46019
727	7840	46008
728	7855	46025
729	7868	46024
730	7880	46019
731	7897	46046
732	7912	46059
733	7920	46031
734	7932	46031
735	7945	46031
736	7956	46022
737	7969	46025
738	7981	46018
739	7992	46008
740	8003	45998
741	8020	46023
742	8038	46054
743	8047	46037
744	8058	46024
745	8070	46022
746	8079	45999
747	8089	45986
748	8100	45977
749	8117	46001
750	8135	46030
751	8145	46012
752	8155	45997
753	8166	45990
754	8176	45971
755	8189	45974
756	8205	45994
757	8220	46004
758	8232	46001
759	8239	45966
760	8250	45958
761	8259	45935
762	8273	45943
763	8285	45936
764	8294	45916
765	8305	45908
766	8317	45901
767	8325	45877
768	8336	45866
769	8347	45858
770	8354	45827
771	8363	45804
772	8369	45769
773	8377	45742
774	8385	45713
775	8393	45689
776	8402	45670
777	8414	45661
778	8423	45643
779	8431	45617
780	8437	45581
781	8446	45559
782	8453	45526
783	8462	45506
784	8473	45496
785	8486	45496
786	8494	45474
787	8506	45466
788	8514	45444
789	8524	45428
790	8532	45404
791	8541	45379
792	8550	45363
793	8560	45347
794	8569	45328
795	8578	45307
796	8591	45308
797	8600	45286
798	8608	45262
799	8617	45242
800	8626	45221
801	8636	45209
802	8646	45191
803	8654	45169
804	8666	45163
805	8677	45152
806	8687	45137
807	8696	45118
808	8705	45100
809	8714	45077
810	8723	45057
811	8733	45045
812	8746	45043
813	8757	45033
814	8769	45030
815	8778	45012
816	8791	45012
817	8799	44984
818	8812	44986
819	8824	44981
820	8835	44975
821	8843	44949
822	8852	44926
823	8859	44899
824	8866	44871
825	8875	44852
826	8885	44836
827	8895	44818
828	8903	44799
829	8913	44781
830	8921	44760
831	8931	44744
832	8939	44718
833	8950	44711
834	8959	44692
835	8969	44674
836	8977	44650
837	8985	44627
838	8992	44596
839	9003	44590
840	9016	44587
841	9023	44559
842	9031	44536
843	9039	44512
844	9049	44496
845	9059	44483
846	9069	44468
847	9079	44456
848	9091	44448
849	9101	44437
850	9109	44413
851	9121	44409
852	9135	44414
853	9144	44395
854	9158	44401
855	9166	44375
856	9179	44375
857	9189	44361
858	9201	44358
859	9209	44333
860	9219	44321
861	9227	44298
862	9237	44282
863	9246	44265
864	9254	44237
865	9261	44213
866	9272	44200
867	9279	44173
868	9288	44153
869	9298	44141
870	9311	44139
871	9321	44127
872	9334	44129
873	9343	44109
874	9351	44086
875	9361	44073
876	9369	44049
877	9378	44029
878	9386	44006
879	9393	43977
880	9401	43956
881	9408	43927
882	9416	43903
883	9423	43876
884	9430	43851
885	9444	43855
886	9453	43835
887	9466	43834
888	9474	43814
889	9482	43787
890	9490	43768
891	9498	43742
892	9507	43725
893	9519	43721
894	9527	43700
895	9538	43691
896	9551	43690
897	9561	43674
898	9568	43649
899	9578	43633
900	9587	43619
901	9595	43594
902	9604	43574
903	9614	43560
904	9623	43543
905	9632	43525
906	9643	43516
907	9653	43506
908	9664	43495
909	9674	43483
910	9684	43467
911	9694	43456
912	9705	43445
913	9714	43428
914	9724	43413
915	9733	43396
916	9741	43374
917	9749	43351
918	9755	43323
919	9766	43310
920	9774	43288
921	9784	43275
922	9796	43274
923	9807	43261
924	9817	43249
925	9827	43237
926	9837	43221
927	9852	43232
928	9861	43214
929	9870	43196
930	9883	43198
931	9893	43182
932	9901	43160
933	9910	43142
934	9921	43134
935	9929	43112
936	9937	43091
937	9950	43091
938	9962	43084
939	9968	43056
940	9978	43040
941	9984	43011
942	9993	42996
943	10006	42993
944	10020	42998
945	10028	42976
946	10040	42970
947	10049	42955
948	10056	42929
949	10065	42909
950	10072	42886
951	10080	42863
952	10091	42853
953	10098	42827
954	10109	42818
955	10120	42809
956	10128	42789
957	10136	42769
958	10144	42747
959	10152	42724
960	10162	42711
961	10169	42684
962	10176	42662
963	10184	42641
964	10192	42617
965	10203	42610
966	10211	42589
967	10220	42570
968	10230	42559
969	10237	42534
970	10247	42522
971	10256	42503
972	10265	42486
973	10275	42471
974	10281	42444
975	10290	42426
976	10301	42418
977	10310	42402
978	10320	42390
979	10333	42388
980	10344	42380
981	10353	42362
982	10365	42356
983	10375	42344
984	10384	42330
985	10392	42307
986	10400	42286
987	10408	42266
988	10418	42254
989	10428	42239
990	10437	42225
991	10449	42219
992	10460	42209
993	10466	42183
994	10478	42177
995	10489	42169
996	10497	42149
997	10508	42137
998	10516	42119
999	10523	42092
1000	10530	42070
1001	10537	42045
1002	10546	42028
1003	10554	42006
1004	10563	41992
1005	10575	41988
1006	10583	41965
1007	10594	41959
1008	10604	41943
1009	10610	41915
1010	10620	41905
1011	10633	41903
1012	10645	41898
1013	10656	41891
1014	10666	41877
1015	10678	41874
1016	10691	41871
1017	10702	41862
1018	10715	41862
1019	10723	41841
1020	10729	41814
1021	10741	41811
1022	10758	41824
1023	10768	41811
1024	10776	41791
1025	10789	41789
1026	10797	41770
1027	10804	41745
1028	10813	41729
1029	10820	41707
1030	10831	41697
1031	10841	41684
1032	10853	41682
1033	10861	41660
1034	10872	41652
1035	10881	41634
1036	10889	41615
1037	10900	41605
1038	10909	41588
1039	10919	41578
1040	10932	41576
1041	10942	41565
1042	10953	41555
1043	10961	41536
1044	10975	41537
1045	10984	41522
1046	10996	41516
1047	11004	41496
1048	11015	41490
1049	11029	41491
1050	11037	41473
1051	11044	41449
1052	11053	41430
1053	11061	41411
1054	11072	41403
1055	11083	41395
1056	11091	41376
1057	11101	41364
1058	11114	41360
1059	11123	41347
1060	11133	41334
1061	11143	41322
1062	11150	41297
1063	11162	41291
1064	11173	41283
1065	11184	41274
1066	11192	41255
1067	11200	41234
1068	11207	41214
1069	11217	41201
1070	11226	41185
1071	11237	41177
1072	11246	41159
1073	11255	41143
1074	11264	41128
1075	11272	41108
1076	11279	41087
1077	11292	41084
1078	11301	41068
1079	11311	41055
1080	11321	41044
1081	11330	41030
1082	11339	41013
1083	11350	41003
1084	11360	40990
1085	11373	40989
1086	11382	40974
1087	11392	40964
1088	11407	40967
1089	11416	40951
1090	11426	40940
1091	11438	40935
1092	11447	40919
1093	11455	40901
1094	11467	40895
1095	11473	40869
1096	11487	40870
1097	11498	40861
1098	11504	40837
1099	11513	40820
1100	11521	40802
1101	11529	40780
1102	11542	40782
1103	11553	40771
1104	11559	40746
1105	11569	40734
1106	11580	40724
1107	11594	40726
1108	11606	40722
1109	11620	40722
1110	11630	40713
1111	11643	40711
1112	11654	40700
1113	11660	40676
1114	11675	40680
1115	11687	40674
1116	11694	40654
1117	11707	40652
1118	11718	40641
1119	11729	40633
1120	11737	40614
1121	11747	40603
1122	11753	40578
1123	11760	40556
1124	11770	40543
1125	11777	40519
1126	11785	40500
1127	11794	40485
1128	11806	40480
1129	11819	40479
1130	11830	40471
1131	11845	40475
1132	11852	40453
1133	11864	40447
1134	11873	40431
1135	11880	40409
1136	11890	40399
1137	11905	40403
1138	11914	40387
1139	11927	40384
1140	11938	40378
1141	11949	40367
1142	11955	40343
1143	11964	40327
1144	11974	40314
1145	11984	40303
1146	11996	40299
1147	12010	40299
1148	12019	40284
1149	12034	40290
1150	12046	40283
1151	12055	40268
1152	12067	40263
1153	12078	40253
1154	12087	40238
1155	12097	40227
1156	12107	40215
1157	12115	40195
1158	12125	40185
1159	12137	40177
1160	12147	40167
1161	12156	40152
1162	12170	40153
1163	12182	40147
1164	12192	40134
1165	12199	40114
1166	12210	40105
1167	12218	40086
1168	12229	40078
1169	12242	40077
1170	12255	40072
1171	12267	40067
1172	12274	40047
1173	12283	40030
1174	12292	40015
1175	12299	39995
1176	12315	40003
1177	12328	39998
1178	12341	39997
1179	12350	39983
1180	12359	39967
1181	12368	39952
1182	12376	39933
1183	12389	39931
1184	12399	39920
1185	12411	39913
1186	12418	39893
1187	12431	39888
1188	12440	39874
1189	12450	39862
1190	12460	39852
1191	12469	39836
1192	12476	39815
1193	12486	39803
1194	12497	39793
1195	12508	39783
1196	12520	39778
1197	12529	39763
1198	12540	39756
1199	12547	39732
1200	12556	39719
1201	12565	39703
1202	12574	39687
1203	12584	39675
1204	12595	39669
1205	12604	39652
1206	12615	39645
1207	12630	39646
1208	12646	39654
1209	12660	39656
1210	12667	39635
1211	12679	39628
1212	12687	39611
1213	12697	39599
1214	12705	39580
1215	12715	39570
1216	12722	39548
1217	12731	39532
1218	12740	39518
1219	12749	39503
1220	12759	39491
1221	12769	39479
1222	12777	39461
1223	12792	39463
1224	12804	39458
1225	12814	39447
1226	12824	39434
1227	12832	39416
1228	12838	39392
1229	12848	39380
1230	12857	39365
1231	12864	39344
1232	12873	39329
1233	12879	39306
1234	12887	39288
1235	12896	39272
1236	12905	39260
1237	12914	39242
1238	12924	39232
1239	12934	39220
1240	12945	39212
1241	12955	39199
1242	12966	39191
1243	12976	39180
1244	12988	39174
1245	12995	39153
1246	13004	39140
1247	13014	39127
1248	13022	39110
1249	13034	39103
1250	13043	39089
1251	13052	39074
1252	13061	39058
1253	13075	39058
1254	13087	39053
1255	13098	39044
1256	13110	39039
1257	13119	39023
1258	13129	39012
1259	13140	39003
1260	13149	38989
1261	13156	38967
1262	13164	38950
1263	13171	38930
1264	13180	38915
1265	13191	38906
1266	13197	38884
1267	13208	38875
1268	13218	38862
1269	13226	38846
1270	13238	38840
1271	13247	38827
1272	13255	38809
1273	13268	38805
1274	13280	38801
1275	13288	38783
1276	13297	38769
1277	13307	38756
1278	13319	38751
1279	13332	38748
1280	13341	38731
1281	13351	38721
1282	13357	38698
1283	13366	38682
1284	13375	38669
1285	13383	38652
1286	13396	38648
1287	13408	38644
1288	13416	38624
1289	13423	38605
1290	13432	38590
1291	13439	38571
1292	13450	38562
1293	13458	38546
1294	13469	38536
1295	13479	38525
1296	13487	38508
1297	13498	38499
1298	13506	38481
1299	13519	38478
1300	13526	38459
1301	13536	38445
1302	13546	38436
1303	13553	38415
1304	13569	38420
1305	13579	38408
1306	13588	38394
1307	13598	38383
1308	13608	38370
1309	13619	38362
1310	13628	38349
1311	13637	38335
1312	13644	38313
1313	13655	38306
1314	13666	38298
1315	13678	38291
1316	13693	38293
1317	13702	38278
1318	13710	38263
1319	13720	38251
1320	13730	38239
1321	13740	38228
1322	13747	38207
1323	13757	38198
1324	13766	38182
1325	13774	38166
1326	13783	38150
1327	13795	38144
1328	13806	38136
1329	13820	38135
1330	13834	38134
1331	13843	38120
1332	13850	38102
1333	13860	38090
1334	13872	38085
1335	13887	38086
1336	13902	38087
1337	13919	38097
1338	13930	38086
1339	13941	38079
1340	13955	38078
1341	13966	38069
1342	13977	38061
1343	13989	38053
1344	13995	38033
1345	14011	38036
1346	14023	38030
1347	14035	38024
1348	14047	38019
1349	14055	38001
1350	14065	37989
1351	14072	37971
1352	14084	37965
1353	14096	37959
1354	14104	37940
1355	14114	37929
1356	14124	37918
1357	14134	37907
1358	14143	37892
1359	14152	37879
1360	14163	37869
1361	14170	37850
1362	14181	37841
1363	14198	37847
1364	14210	37843
1365	14224	37840
1366	14231	37822
1367	14241	37809
1368	14248	37790
1369	14255	37772
1370	14268	37767
1371	14277	37753
1372	14283	37733
1373	14297	37732
1374	14311	37729
1375	14322	37722
1376	14330	37704
1377	14340	37693
1378	14358	37703
1379	14368	37692
1380	14376	37674
1381	14386	37663
1382	14396	37650
1383	14406	37639
1384	14418	37633
1385	14426	37618
1386	14436	37604
1387	14444	37588
1388	14458	37588
1389	14469	37578
1390	14479	37567
1391	14490	37558
1392	14505	37559
1393	14515	37549
1394	14528	37546
1395	14535	37526
1396	14543	37509
1397	14550	37490
1398	14562	37482
1399	14571	37468
1400	14585	37469
1401	14598	37463
1402	14610	37457
1403	14617	37438
1404	14626	37426
1405	14635	37410
1406	14644	37397
1407	14654	37386
1408	14665	37375
1409	14676	37366
1410	14687	37357
1411	14695	37343
1412	14705	37331
1413	14716	37321
1414	14727	37312
1415	14734	37294
1416	14745	37285
1417	14756	37277
1418	14769	37272
1419	14782	37267
1420	14791	37253
1421	14802	37244
1422	14809	37226
1423	14818	37212
1424	14830	37206
1425	14837	37186
1426	14850	37183
1427	14860	37172
1428	14875	37173
1429	14887	37166
1430	14897	37155
1431	14906	37142
1432	14917	37131
1433	14927	37120
1434	14935	37104
1435	14945	37092
1436	14953	37076
1437	14962	37061
1438	14974	37056
1439	14984	37044
1440	14993	37030
1441	15003	37019
1442	15012	37005
1443	15023	36995
1444	15034	36988
1445	15045	36979
1446	15054	36964
1447	15061	36945
1448	15073	36939
1449	15081	36924
1450	15089	36907
1451	15098	36894
1452	15106	36876
1453	15117	36867
1454	15124	36849
1455	15133	36835
1456	15143	36824
1457	15154	36815
1458	15161	36797
1459	15171	36786
1460	15179	36770
1461	15188	36755
1462	15195	36737
1463	15203	36721
1464	15211	36704
1465	15218	36685
1466	15225	36667
1467	15232	36650
1468	15243	36639
1469	15252	36626
1470	15268	36628
1471	15274	36609
1472	15283	36594
1473	15295	36588
1474	15306	36579
1475	15318	36572
1476	15327	36559
1477	15336	36547
1478	15348	36539
1479	15358	36529
1480	15365	36510
1481	15378	36504
1482	15387	36491
1483	15399	36485
1484	15407	36469
1485	15420	36466
1486	15431	36457
1487	15438	36438
1488	15448	36427
1489	15458	36414
1490	15465	36396
1491	15477	36390
1492	15486	36376
1493	15494	36362
1494	15503	36346
1495	15510	36328
1496	15518	36312
1497	15524	36292
1498	15531	36273
1499	15541	36263
1500	15549	36247
1501	15563	36245
1502	15572	36233
1503	15579	36213
1504	15589	36201
1505	15599	36190
1506	15608	36178
1507	15620	36171
1508	15628	36154
1509	15639	36147
1510	15647	36130
1511	15656	36118
1512	15663	36099
1513	15673	36087
1514	15682	36075
1515	15693	36065
1516	15703	36055
1517	15717	36052
1518	15725	36038
1519	15734	36023
1520	15743	36009
1521	15752	35996
1522	15764	35990
1523	15774	35978
1524	15780	35959
1525	15791	35950
1526	15804	35945
1527	15814	35933
1528	15823	35920
1529	15832	35907
1530	15839	35889
1531	15852	35884
1532	15862	35874
1533	15875	35870
1534	15883	35854
1535	15894	35844
1536	15903	35831
1537	15910	35814
1538	15924	35813
1539	15934	35799
1540	15944	35789
1541	15951	35771
1542	15960	35758
1543	15967	35740
1544	15975	35724
1545	15981	35705
1546	15991	35692
1547	15998	35676
1548	16005	35658
1549	16015	35647
1550	16024	35634
1551	16032	35619
1552	16043	35610
1553	16053	35598
1554	16064	35589
1555	16075	35581
1556	16088	35576
1557	16098	35565
1558	16106	35549
1559	16117	35541
1560	16127	35529
1561	16133	35509
1562	16142	35497
1563	16152	35485
1564	16160	35469
1565	16170	35459
1566	16181	35450
1567	16193	35443
1568	16203	35432
1569	16213	35421
1570	16224	35413
1571	16233	35399
1572	16242	35386
1573	16254	35379
1574	16263	35366
1575	16272	35353
1576	16283	35344
1577	16289	35325
1578	16300	35315
1579	16308	35300
1580	16318	35288
1581	16330	35283
1582	16339	35269
1583	16346	35252
1584	16359	35247
1585	16367	35232
1586	16378	35222
1587	16387	35211
1588	16397	35198
1589	16403	35179
1590	16413	35168
1591	16425	35161
1592	16434	35149
1593	16447	35144
1594	16458	35135
1595	16466	35119
1596	16476	35109
1597	16490	35107
1598	16499	35092
1599	16507	35077
1600	16518	35069
1601	16533	35068
1602	16543	35057
1603	16552	35045
1604	16565	35039
1605	16574	35027
1606	16583	35014
1607	16594	35004
1608	16603	34992
1609	16610	34975
1610	16619	34962
1611	16629	34951
1612	16638	34938
1613	16646	34923
1614	16660	34919
1615	16669	34906
1616	16679	34895
1617	16685	34877
1618	16695	34866
1619	16709	34862
1620	16718	34849
1621	16724	34831
1622	16741	34834
1623	16753	34826
1624	16764	34819
1625	16776	34812
1626	16784	34795
1627	16794	34785
1628	16801	34767
1629	16813	34760
1630	16820	34745
1631	16827	34727
1632	16835	34712
1633	16845	34701
1634	16853	34686
1635	16863	34676
1636	16871	34660
1637	16884	34654
1638	16896	34649
1639	16906	34636
1640	16913	34619
1641	16922	34608
1642	16930	34592
1643	16943	34586
1644	16953	34577
1645	16963	34565
1646	16974	34556
1647	16982	34542
1648	16989	34524
1649	17001	34517
1650	17009	34503
1651	17016	34485
1652	17026	34475
1653	17040	34472
1654	17050	34461
1655	17058	34446
1656	17068	34435
1657	17078	34425
1658	17087	34412
1659	17109	34424
1660	17117	34409
1661	17128	34400
1662	17137	34389
1663	17148	34379
1664	17165	34383
1665	17175	34371
1666	17184	34358
1667	17196	34350
1668	17208	34344
1669	17216	34329
1670	17225	34317
1671	17236	34307
1672	17246	34297
1673	17258	34289
