iter	Passed	Remaining
1674	17270	34283
1675	17279	34270
1676	17288	34257
1677	17297	34244
1678	17307	34232
1679	17315	34218
1680	17323	34204
1681	17331	34188
1682	17340	34176
1683	17352	34168
1684	17361	34155
1685	17370	34143
1686	17381	34134
1687	17389	34119
1688	17402	34114
1689	17415	34109
1690	17430	34107
1691	17436	34089
1692	17449	34084
1693	17461	34077
1694	17469	34062
1695	17479	34051
1696	17487	34036
1697	17494	34020
1698	17504	34009
1699	17512	33994
1700	17519	33977
1701	17530	33970
1702	17540	33958
1703	17547	33941
1704	17557	33931
1705	17568	33921
1706	17576	33907
1707	17586	33896
1708	17593	33878
1709	17601	33864
1710	17612	33855
1711	17620	33841
1712	17629	33828
1713	17639	33818
1714	17651	33809
1715	17660	33798
1716	17672	33790
1717	17682	33780
1718	17691	33767
1719	17701	33756
1720	17708	33740
1721	17720	33732
1722	17730	33722
1723	17743	33716
1724	17754	33706
1725	17763	33695
1726	17775	33687
1727	17785	33677
1728	17792	33661
1729	17802	33649
1730	17816	33646
1731	17826	33635
1732	17833	33619
1733	17843	33607
1734	17855	33602
1735	17868	33595
1736	17877	33583
1737	17889	33577
1738	17899	33565
1739	17908	33552
1740	17917	33540
1741	17927	33528
1742	17935	33515
1743	17947	33507
1744	17957	33495
1745	17968	33488
1746	17979	33478
1747	17990	33469
1748	18000	33458
1749	18011	33449
1750	18022	33441
1751	18032	33429
1752	18040	33415
1753	18053	33410
1754	18067	33406
1755	18076	33394
1756	18084	33379
1757	18094	33368
1758	18100	33351
1759	18111	33342
1760	18126	33339
1761	18134	33325
1762	18142	33311
1763	18152	33300
1764	18159	33284
1765	18169	33273
1766	18178	33259
1767	18188	33250
1768	18196	33234
1769	18203	33219
1770	18210	33202
1771	18219	33189
1772	18226	33174
1773	18236	33163
1774	18244	33147
1775	18251	33132
1776	18260	33120
1777	18272	33113
1778	18284	33106
1779	18297	33100
1780	18311	33096
1781	18321	33085
1782	18329	33071
1783	18339	33061
1784	18350	33052
1785	18364	33047
1786	18372	33033
1787	18388	33033
1788	18399	33023
1789	18411	33018
1790	18420	33004
1791	18427	32989
1792	18438	32979
1793	18448	32968
1794	18458	32958
1795	18466	32944
1796	18476	32932
1797	18486	32921
1798	18499	32916
1799	18510	32907
1800	18524	32903
1801	18530	32885
1802	18545	32883
1803	18554	32872
1804	18562	32856
1805	18570	32843
1806	18581	32833
1807	18592	32824
1808	18607	32823
1809	18619	32815
1810	18632	32810
1811	18640	32795
1812	18649	32782
1813	18660	32774
1814	18668	32760
1815	18680	32752
1816	18690	32742
1817	18701	32732
1818	18711	32722
1819	18721	32710
1820	18728	32694
1821	18736	32681
1822	18746	32670
1823	18759	32664
1824	18771	32657
1825	18780	32644
1826	18793	32639
1827	18804	32630
1828	18812	32615
1829	18822	32605
1830	18833	32595
1831	18842	32584
1832	18853	32574
1833	18863	32563
1834	18878	32561
1835	18885	32545
1836	18893	32531
1837	18902	32519
1838	18911	32506
1839	18921	32496
1840	18928	32479
1841	18939	32470
1842	18951	32463
1843	18959	32448
1844	18970	32440
1845	18979	32427
1846	18986	32411
1847	18998	32404
1848	19008	32393
1849	19018	32382
1850	19027	32369
1851	19038	32360
1852	19046	32347
1853	19059	32340
1854	19068	32328
1855	19074	32312
1856	19082	32297
1857	19089	32281
1858	19097	32267
1859	19103	32249
1860	19113	32239
1861	19122	32227
1862	19132	32216
1863	19141	32204
1864	19151	32193
1865	19159	32179
1866	19172	32173
1867	19183	32164
1868	19193	32154
1869	19204	32144
1870	19214	32133
1871	19222	32119
1872	19229	32103
1873	19240	32095
1874	19247	32078
1875	19258	32069
1876	19266	32056
1877	19274	32041
1878	19283	32030
1879	19295	32022
1880	19311	32021
1881	19322	32012
1882	19331	31999
1883	19342	31990
1884	19351	31978
1885	19365	31974
1886	19377	31966
1887	19385	31952
1888	19402	31953
1889	19409	31938
1890	19420	31928
1891	19430	31918
1892	19441	31909
1893	19449	31896
1894	19458	31883
1895	19468	31872
1896	19478	31861
1897	19491	31856
1898	19498	31839
1899	19509	31830
1900	19520	31822
1901	19526	31805
1902	19537	31796
1903	19546	31783
1904	19554	31769
1905	19564	31758
1906	19573	31746
1907	19585	31738
1908	19595	31728
1909	19608	31722
1910	19618	31712
1911	19629	31703
1912	19640	31694
1913	19648	31680
1914	19659	31670
1915	19666	31655
1916	19678	31647
1917	19689	31639
1918	19698	31626
1919	19711	31620
1920	19724	31613
1921	19734	31603
1922	19748	31600
1923	19757	31587
1924	19767	31576
1925	19778	31567
1926	19788	31556
1927	19798	31545
1928	19808	31534
1929	19819	31525
1930	19828	31514
1931	19838	31502
1932	19850	31495
1933	19861	31485
1934	19868	31471
1935	19880	31463
1936	19890	31453
1937	19900	31441
1938	19908	31429
1939	19917	31415
1940	19923	31400
1941	19933	31389
1942	19943	31377
1943	19951	31364
1944	19961	31352
1945	19969	31340
1946	19978	31327
1947	19988	31316
1948	19997	31303
1949	20011	31300
1950	20023	31292
1951	20034	31283
1952	20041	31267
1953	20055	31263
1954	20065	31252
1955	20073	31239
1956	20081	31225
1957	20091	31213
1958	20099	31201
1959	20108	31189
1960	20122	31184
1961	20132	31173
1962	20142	31163
1963	20151	31151
1964	20158	31135
1965	20167	31122
1966	20177	31113
1967	20188	31103
1968	20197	31091
1969	20208	31082
1970	20219	31073
1971	20231	31066
1972	20241	31054
1973	20251	31043
1974	20257	31027
1975	20268	31018
1976	20279	31009
1977	20287	30996
1978	20300	30989
1979	20314	30984
1980	20325	30976
1981	20333	30962
1982	20345	30953
1983	20356	30945
1984	20368	30938
1985	20377	30925
1986	20389	30918
1987	20400	30909
1988	20409	30895
1989	20418	30884
1990	20430	30876
1991	20438	30863
1992	20448	30852
1993	20458	30841
1994	20467	30829
1995	20477	30818
1996	20491	30814
1997	20504	30807
1998	20515	30798
1999	20523	30784
2000	20534	30776
2001	20545	30767
2002	20558	30760
2003	20567	30749
2004	20577	30738
2005	20585	30725
2006	20592	30709
2007	20606	30704
2008	20617	30695
2009	20626	30683
2010	20634	30668
2011	20645	30660
2012	20653	30646
2013	20667	30641
2014	20678	30633
2015	20688	30622
2016	20696	30608
2017	20706	30598
2018	20719	30591
2019	20726	30576
2020	20736	30566
2021	20745	30553
2022	20752	30539
2023	20760	30525
2024	20768	30511
2025	20778	30500
2026	20791	30495
2027	20807	30492
2028	20816	30481
2029	20824	30467
2030	20832	30453
2031	20840	30440
2032	20853	30433
2033	20864	30425
2034	20873	30412
2035	20886	30405
2036	20895	30394
2037	20902	30378
2038	20911	30367
2039	20924	30360
2040	20935	30351
2041	20942	30337
2042	20956	30331
2043	20965	30320
2044	20972	30305
2045	20981	30292
2046	20987	30276
2047	21000	30270
2048	21010	30259
2049	21016	30243
2050	21025	30230
2051	21037	30223
2052	21048	30213
2053	21057	30202
2054	21066	30190
2055	21075	30177
2056	21083	30164
2057	21092	30152
2058	21099	30138
2059	21114	30133
2060	21127	30128
2061	21135	30114
2062	21146	30105
2063	21156	30095
2064	21163	30079
2065	21170	30065
2066	21180	30054
2067	21191	30045
2068	21202	30036
2069	21213	30026
2070	21222	30015
2071	21235	30007
2072	21245	29997
2073	21251	29981
2074	21259	29968
2075	21267	29955
2076	21276	29943
2077	21287	29933
2078	21299	29925
2079	21308	29913
2080	21317	29901
2081	21324	29886
2082	21335	29878
2083	21345	29866
2084	21355	29856
2085	21365	29846
2086	21377	29839
2087	21386	29826
2088	21393	29812
2089	21403	29801
2090	21420	29800
2091	21433	29794
2092	21445	29786
2093	21453	29772
2094	21460	29758
2095	21475	29754
2096	21481	29738
2097	21492	29729
2098	21500	29715
2099	21512	29707
2100	21524	29700
2101	21537	29693
2102	21546	29680
2103	21555	29670
2104	21564	29657
2105	21570	29642
2106	21580	29630
2107	21590	29619
2108	21598	29607
2109	21607	29595
2110	21616	29582
2111	21625	29571
2112	21637	29563
2113	21646	29550
2114	21653	29536
2115	21664	29527
2116	21670	29511
2117	21686	29509
2118	21696	29499
2119	21705	29486
2120	21713	29472
2121	21722	29461
2122	21734	29454
2123	21743	29441
2124	21755	29433
2125	21766	29424
2126	21775	29413
2127	21785	29401
2128	21795	29392
2129	21812	29390
2130	21822	29379
2131	21831	29368
2132	21840	29356
2133	21848	29343
2134	21857	29331
2135	21867	29320
2136	21876	29308
2137	21885	29296
2138	21894	29285
2139	21902	29271
2140	21913	29262
2141	21930	29260
2142	21943	29254
2143	21953	29244
2144	21961	29230
2145	21970	29219
2146	21981	29209
2147	21989	29195
2148	21998	29184
2149	22006	29171
2150	22015	29159
2151	22026	29150
2152	22035	29138
2153	22050	29134
2154	22059	29123
2155	22072	29116
2156	22085	29109
2157	22099	29103
2158	22107	29091
2159	22117	29080
2160	22127	29070
2161	22139	29062
2162	22154	29057
2163	22163	29045
2164	22171	29033
2165	22183	29024
2166	22192	29012
2167	22204	29004
2168	22215	28995
2169	22223	28982
2170	22233	28972
2171	22244	28962
2172	22255	28953
2173	22264	28942
2174	22274	28931
2175	22282	28917
2176	22290	28905
2177	22301	28895
2178	22309	28882
2179	22318	28870
2180	22330	28863
2181	22342	28854
2182	22352	28844
2183	22362	28833
2184	22373	28824
2185	22380	28809
2186	22390	28799
2187	22399	28787
2188	22406	28773
2189	22416	28762
2190	22429	28755
2191	22438	28744
2192	22447	28731
2193	22453	28717
2194	22463	28705
2195	22473	28695
2196	22482	28683
2197	22492	28673
2198	22499	28659
2199	22507	28645
2200	22517	28635
2201	22526	28623
2202	22537	28613
2203	22546	28602
2204	22553	28588
2205	22562	28576
2206	22577	28572
2207	22585	28559
2208	22597	28551
2209	22608	28541
2210	22621	28535
2211	22631	28524
2212	22642	28515
2213	22653	28505
2214	22662	28494
2215	22669	28480
2216	22678	28468
2217	22686	28455
2218	22695	28443
2219	22704	28431
2220	22712	28418
2221	22723	28409
2222	22733	28398
2223	22739	28384
2224	22749	28372
2225	22756	28358
2226	22768	28350
2227	22778	28340
2228	22789	28330
2229	22801	28323
2230	22810	28311
2231	22821	28301
2232	22832	28292
2233	22840	28279
2234	22850	28269
2235	22858	28256
2236	22866	28243
2237	22874	28229
2238	22882	28217
2239	22891	28205
2240	22898	28191
2241	22910	28183
2242	22921	28173
2243	22930	28162
2244	22940	28152
2245	22949	28140
2246	22959	28129
2247	22969	28119
2248	22978	28107
2249	22986	28095
2250	22997	28085
2251	23008	28076
2252	23018	28066
2253	23029	28056
2254	23038	28044
2255	23047	28032
2256	23057	28022
2257	23065	28009
2258	23072	27995
2259	23082	27985
2260	23089	27971
2261	23097	27958
2262	23107	27947
2263	23120	27940
2264	23131	27930
2265	23139	27918
2266	23147	27905
2267	23155	27893
2268	23165	27882
2269	23176	27872
2270	23183	27859
2271	23193	27848
2272	23200	27834
2273	23210	27823
2274	23220	27813
2275	23230	27803
2276	23244	27797
2277	23257	27790
2278	23266	27778
2279	23276	27768
2280	23286	27758
2281	23301	27753
2282	23311	27742
2283	23319	27730
2284	23328	27718
2285	23338	27707
2286	23346	27695
2287	23354	27682
2288	23366	27674
2289	23376	27663
2290	23387	27655
2291	23397	27644
2292	23409	27636
2293	23417	27623
2294	23425	27610
2295	23432	27596
2296	23442	27586
2297	23453	27576
2298	23460	27563
2299	23470	27551
2300	23480	27542
2301	23487	27528
2302	23501	27522
2303	23511	27511
2304	23520	27499
2305	23529	27488
2306	23539	27477
2307	23546	27463
2308	23557	27454
2309	23567	27444
2310	23580	27437
2311	23588	27424
2312	23598	27414
2313	23611	27407
2314	23618	27392
2315	23631	27385
2316	23644	27379
2317	23651	27365
2318	23661	27355
2319	23672	27346
2320	23684	27337
2321	23692	27324
2322	23699	27311
2323	23705	27296
2324	23715	27285
2325	23726	27275
2326	23735	27264
2327	23744	27252
2328	23750	27238
2329	23761	27228
2330	23770	27217
2331	23778	27204
2332	23786	27191
2333	23797	27182
2334	23808	27173
2335	23816	27160
2336	23826	27150
2337	23834	27137
2338	23845	27127
2339	23854	27116
2340	23864	27106
2341	23873	27094
2342	23885	27086
2343	23896	27077
2344	23905	27065
2345	23916	27056
2346	23925	27044
2347	23932	27031
2348	23944	27023
2349	23952	27010
2350	23960	26997
2351	23970	26987
2352	23982	26978
2353	23991	26967
2354	24001	26956
2355	24011	26946
2356	24024	26940
2357	24031	26925
2358	24042	26916
2359	24049	26903
2360	24062	26895
2361	24072	26885
2362	24082	26875
2363	24096	26868
2364	24108	26860
2365	24119	26851
2366	24133	26845
2367	24140	26831
2368	24150	26821
2369	24163	26814
2370	24175	26805
2371	24185	26796
2372	24197	26787
2373	24205	26774
2374	24213	26762
2375	24220	26749
2376	24234	26743
2377	24248	26736
2378	24259	26727
2379	24269	26717
2380	24280	26707
2381	24293	26700
2382	24308	26695
2383	24318	26684
2384	24326	26672
2385	24337	26662
2386	24348	26654
2387	24361	26647
2388	24375	26640
2389	24383	26627
2390	24390	26614
2391	24400	26603
2392	24409	26592
2393	24420	26583
2394	24432	26575
2395	24442	26564
2396	24451	26552
2397	24459	26539
2398	24467	26527
2399	24476	26516
2400	24484	26504
2401	24493	26491
2402	24501	26479
2403	24510	26468
2404	24522	26459
2405	24533	26450
2406	24541	26437
2407	24551	26427
2408	24563	26419
2409	24574	26410
2410	24584	26399
2411	24595	26390
2412	24614	26388
2413	24624	26379
2414	24635	26369
2415	24641	26355
2416	24654	26347
2417	24665	26338
2418	24675	26327
2419	24689	26321
2420	24698	26310
2421	24711	26303
2422	24721	26292
2423	24733	26284
2424	24746	26277
2425	24759	26269
2426	24769	26259
2427	24778	26248
2428	24787	26236
2429	24799	26228
2430	24810	26219
2431	24817	26205
2432	24828	26195
2433	24837	26184
2434	24845	26172
2435	24857	26163
2436	24870	26156
2437	24880	26145
2438	24890	26135
2439	24903	26128
2440	24910	26114
2441	24920	26104
2442	24932	26096
2443	24947	26090
2444	24958	26081
2445	24971	26073
2446	24979	26061
2447	24991	26053
2448	25005	26047
2449	25015	26036
2450	25024	26025
2451	25034	26015
2452	25047	26007
2453	25053	25993
2454	25065	25984
2455	25075	25973
2456	25084	25962
2457	25095	25952
2458	25105	25942
2459	25112	25928
2460	25121	25917
2461	25134	25910
2462	25141	25896
2463	25148	25883
2464	25155	25869
2465	25166	25860
2466	25175	25849
2467	25183	25836
2468	25193	25825
2469	25202	25814
2470	25211	25802
2471	25225	25796
2472	25236	25787
2473	25249	25780
2474	25257	25767
2475	25266	25756
2476	25274	25743
2477	25286	25735
2478	25296	25724
2479	25305	25713
2480	25315	25702
2481	25324	25691
2482	25339	25686
2483	25349	25675
2484	25356	25663
2485	25367	25653
2486	25375	25641
2487	25384	25629
2488	25392	25616
2489	25400	25604
2490	25410	25594
2491	25420	25584
2492	25442	25585
2493	25490	25612
2494	25499	25602
2495	25514	25596
2496	25526	25587
2497	25532	25573
2498	25545	25565
2499	25557	25557
2500	25566	25546
2501	25575	25535
2502	25586	25525
2503	25595	25513
2504	25602	25500
2505	25617	25494
2506	25627	25484
2507	25643	25479
2508	25654	25470
2509	25665	25460
2510	25673	25448
2511	25689	25444
2512	25703	25437
2513	25711	25425
2514	25722	25415
2515	25731	25404
2516	25738	25391
2517	25747	25379
2518	25754	25366
2519	25762	25353
2520	25768	25339
2521	25781	25331
2522	25790	25320
2523	25803	25312
2524	25813	25302
2525	25822	25290
2526	25832	25280
2527	25840	25268
2528	25850	25257
2529	25860	25247
2530	25869	25235
2531	25878	25224
2532	25888	25214
2533	25902	25207
2534	25910	25195
2535	25920	25184
2536	25931	25175
2537	25943	25166
2538	25953	25155
2539	25962	25145
2540	25969	25131
2541	25977	25119
2542	25987	25108
2543	25994	25094
2544	26004	25084
2545	26012	25072
2546	26020	25060
2547	26031	25050
2548	26039	25038
2549	26047	25026
2550	26060	25018
2551	26075	25012
2552	26081	24998
2553	26089	24986
2554	26102	24978
2555	26117	24972
2556	26127	24962
2557	26139	24954
2558	26149	24943
2559	26157	24931
2560	26164	24917
2561	26176	24909
2562	26186	24898
2563	26196	24888
2564	26205	24877
2565	26212	24864
2566	26219	24851
2567	26226	24837
2568	26235	24825
2569	26243	24814
2570	26252	24802
2571	26263	24792
2572	26273	24783
2573	26284	24773
2574	26294	24763
2575	26304	24752
2576	26313	24741
2577	26324	24731
2578	26333	24719
2579	26342	24709
2580	26350	24697
2581	26359	24685
2582	26367	24673
2583	26380	24665
2584	26392	24656
2585	26403	24647
2586	26412	24636
2587	26423	24626
2588	26444	24626
2589	26454	24615
2590	26466	24607
2591	26474	24595
2592	26483	24583
2593	26494	24574
2594	26507	24566
2595	26520	24558
2596	26527	24545
2597	26536	24534
2598	26545	24523
2599	26553	24510
2600	26564	24501
2601	26574	24490
2602	26588	24484
2603	26595	24471
2604	26604	24460
2605	26613	24448
2606	26622	24437
2607	26630	24425
2608	26640	24414
2609	26651	24405
2610	26665	24398
2611	26679	24391
2612	26689	24380
2613	26698	24370
2614	26709	24360
2615	26716	24347
2616	26725	24335
2617	26737	24327
2618	26744	24314
2619	26754	24303
2620	26766	24294
2621	26773	24282
2622	26781	24269
2623	26790	24258
2624	26800	24247
2625	26809	24236
2626	26818	24225
2627	26825	24212
2628	26833	24199
2629	26841	24188
2630	26854	24180
2631	26864	24170
2632	26871	24157
2633	26882	24146
2634	26888	24133
2635	26900	24124
2636	26910	24114
2637	26921	24104
2638	26929	24092
2639	26940	24083
2640	26949	24072
2641	26963	24064
2642	26971	24052
2643	26982	24043
2644	26992	24032
2645	26999	24019
2646	27011	24011
2647	27021	24000
2648	27031	23990
2649	27044	23983
2650	27053	23971
2651	27067	23964
2652	27073	23950
2653	27083	23940
2654	27092	23929
2655	27107	23922
2656	27115	23910
2657	27125	23900
2658	27134	23889
2659	27142	23877
2660	27154	23868
2661	27166	23860
2662	27175	23848
2663	27185	23838
2664	27193	23826
2665	27204	23816
2666	27213	23805
2667	27221	23793
2668	27231	23782
2669	27241	23772
2670	27251	23762
2671	27258	23749
2672	27269	23739
2673	27283	23733
2674	27296	23725
2675	27306	23714
2676	27314	23702
2677	27323	23690
2678	27333	23681
2679	27342	23669
2680	27354	23660
2681	27361	23648
2682	27371	23637
2683	27379	23625
2684	27386	23612
2685	27397	23602
2686	27405	23590
2687	27416	23581
2688	27425	23570
2689	27434	23559
2690	27442	23546
2691	27450	23534
2692	27457	23522
2693	27468	23512
2694	27478	23502
2695	27489	23492
2696	27498	23481
2697	27507	23470
2698	27513	23456
2699	27528	23450
2700	27539	23441
2701	27555	23435
2702	27568	23427
2703	27578	23417
2704	27599	23416
2705	27614	23409
2706	27624	23399
2707	27643	23396
2708	27655	23388
2709	27669	23381
2710	27681	23372
2711	27691	23362
2712	27708	23357
2713	27718	23347
2714	27725	23334
2715	27734	23322
2716	27741	23310
2717	27751	23299
2718	27761	23289
2719	27773	23280
2720	27782	23269
2721	27795	23261
2722	27804	23250
2723	27818	23243
2724	27827	23232
2725	27835	23220
2726	27846	23210
2727	27854	23198
2728	27864	23187
2729	27873	23177
2730	27882	23165
2731	27892	23155
2732	27903	23145
2733	27910	23133
2734	27920	23122
2735	27932	23113
2736	27939	23100
2737	27948	23089
2738	27957	23078
2739	27965	23066
2740	27973	23054
2741	27981	23042
2742	27992	23032
2743	28000	23020
2744	28006	23007
2745	28017	22997
2746	28026	22986
2747	28034	22974
2748	28045	22964
2749	28051	22951
2750	28062	22941
2751	28069	22928
2752	28079	22918
2753	28089	22907
2754	28096	22895
2755	28109	22887
2756	28123	22880
2757	28131	22868
2758	28140	22856
2759	28150	22846
2760	28163	22838
2761	28176	22830
2762	28190	22823
2763	28197	22810
2764	28206	22799
2765	28216	22789
2766	28226	22778
2767	28237	22769
2768	28246	22758
2769	28256	22747
2770	28265	22736
2771	28272	22724
2772	28284	22715
2773	28298	22708
2774	28310	22699
2775	28319	22688
2776	28329	22677
2777	28339	22667
2778	28348	22655
2779	28357	22645
2780	28371	22637
2781	28381	22627
2782	28391	22617
2783	28400	22605
2784	28410	22596
2785	28420	22585
2786	28428	22573
2787	28442	22566
2788	28454	22557
2789	28461	22544
2790	28472	22535
2791	28484	22526
2792	28493	22515
2793	28501	22503
2794	28513	22494
2795	28523	22484
2796	28538	22477
2797	28547	22466
2798	28557	22456
2799	28564	22443
2800	28573	22432
2801	28584	22422
2802	28593	22411
2803	28601	22399
2804	28610	22388
2805	28623	22380
2806	28633	22369
2807	28639	22356
2808	28652	22349
2809	28662	22338
2810	28674	22329
2811	28687	22321
2812	28701	22314
2813	28714	22306
2814	28723	22294
2815	28730	22282
2816	28743	22274
2817	28750	22261
2818	28764	22254
2819	28775	22245
2820	28782	22232
2821	28792	22221
2822	28804	22213
2823	28814	22202
2824	28821	22189
2825	28829	22177
2826	28837	22165
2827	28847	22155
2828	28860	22147
2829	28868	22135
2830	28877	22124
2831	28890	22116
2832	28901	22107
2833	28910	22096
2834	28919	22085
2835	28928	22074
2836	28936	22061
2837	28947	22052
2838	28961	22044
2839	28969	22033
2840	28978	22021
2841	28988	22011
2842	28997	22000
2843	29008	21990
2844	29018	21980
2845	29028	21970
2846	29037	21959
2847	29052	21952
2848	29063	21943
2849	29070	21930
2850	29079	21919
2851	29087	21907
2852	29099	21898
2853	29107	21886
2854	29116	21875
2855	29123	21862
2856	29131	21850
2857	29140	21839
2858	29149	21828
2859	29162	21820
2860	29168	21807
2861	29175	21795
2862	29183	21782
2863	29192	21772
2864	29206	21764
2865	29216	21754
2866	29224	21742
2867	29234	21731
2868	29243	21720
2869	29254	21711
2870	29264	21701
2871	29270	21688
2872	29281	21678
2873	29287	21665
2874	29298	21655
2875	29308	21644
2876	29320	21636
2877	29330	21626
2878	29338	21614
2879	29348	21603
2880	29355	21590
2881	29363	21579
2882	29373	21569
2883	29381	21557
2884	29391	21547
2885	29399	21535
2886	29407	21523
2887	29422	21516
2888	29438	21510
2889	29445	21498
2890	29453	21486
2891	29461	21475
2892	29470	21463
2893	29480	21453
2894	29489	21442
2895	29498	21430
2896	29514	21425
2897	29521	21412
2898	29531	21402
2899	29539	21390
2900	29550	21381
2901	29560	21370
2902	29568	21358
2903	29580	21350
2904	29591	21340
2905	29598	21327
2906	29608	21317
2907	29618	21307
2908	29627	21296
2909	29639	21287
2910	29654	21280
2911	29665	21271
2912	29673	21259
2913	29682	21248
2914	29691	21237
2915	29702	21227
2916	29709	21215
2917	29718	21204
2918	29726	21192
2919	29734	21180
2920	29740	21167
2921	29751	21157
2922	29758	21145
2923	29767	21134
2924	29774	21122
2925	29781	21109
2926	29789	21097
2927	29797	21086
2928	29809	21077
2929	29819	21066
2930	29834	21060
2931	29845	21050
2932	29855	21040
2933	29870	21033
2934	29884	21025
2935	29894	21015
2936	29905	21006
2937	29914	20995
2938	29926	20986
2939	29936	20976
2940	29943	20963
2941	29950	20951
2942	29960	20940
2943	29972	20931
2944	29982	20921
2945	29989	20909
2946	29997	20897
2947	30005	20885
2948	30013	20874
2949	30027	20866
2950	30037	20855
2951	30045	20844
2952	30057	20835
2953	30067	20825
2954	30077	20814
2955	30090	20806
2956	30102	20797
2957	30111	20786
2958	30120	20776
2959	30132	20766
2960	30145	20758
2961	30161	20752
2962	30174	20744
2963	30184	20733
2964	30194	20723
2965	30205	20714
2966	30217	20704
2967	30225	20693
2968	30232	20681
2969	30238	20668
2970	30250	20659
2971	30258	20647
2972	30268	20637
2973	30281	20628
2974	30292	20618
2975	30298	20606
2976	30312	20598
2977	30322	20588
2978	30331	20577
2979	30345	20569
2980	30355	20559
2981	30364	20548
2982	30375	20538
2983	30386	20528
2984	30399	20520
2985	30408	20509
2986	30425	20504
2987	30431	20491
2988	30445	20483
2989	30454	20472
2990	30466	20463
2991	30474	20451
2992	30484	20441
2993	30497	20433
2994	30504	20421
2995	30515	20411
2996	30529	20403
2997	30540	20394
2998	30547	20382
2999	30557	20371
3000	30570	20363
3001	30576	20350
3002	30587	20340
3003	30600	20332
3004	30607	20320
3005	30619	20310
3006	30630	20301
3007	30638	20289
3008	30648	20279
3009	30658	20269
3010	30664	20256
3011	30674	20245
3012	30683	20234
3013	30691	20223
3014	30701	20213
3015	30712	20203
3016	30720	20192
3017	30731	20182
3018	30745	20174
3019	30757	20165
3020	30764	20153
3021	30774	20143
3022	30786	20133
3023	30794	20122
3024	30806	20113
3025	30814	20101
3026	30823	20090
3027	30834	20081
3028	30845	20071
3029	30854	20060
3030	30861	20048
3031	30872	20038
3032	30880	20026
3033	30890	20016
3034	30902	20007
3035	30915	19999
3036	30925	19989
3037	30934	19978
3038	30949	19970
3039	30960	19961
3040	30968	19950
3041	30982	19942
3042	30993	19932
3043	31001	19921
3044	31010	19909
3045	31020	19899
3046	31030	19889
3047	31040	19878
3048	31051	19869
3049	31060	19858
3050	31068	19846
3051	31079	19837
3052	31092	19828
3053	31100	19817
3054	31112	19807
3055	31122	19797
3056	31133	19788
3057	31140	19776
3058	31151	19766
3059	31161	19755
3060	31171	19745
3061	31179	19734
3062	31189	19724
3063	31199	19713
3064	31208	19702
3065	31221	19694
3066	31230	19683
3067	31242	19674
3068	31252	19663
3069	31266	19656
3070	31275	19645
3071	31285	19635
3072	31296	19625
3073	31307	19615
3074	31315	19604
3075	31325	19593
3076	31334	19582
3077	31343	19571
3078	31353	19561
3079	31363	19550
3080	31374	19541
3081	31381	19529
3082	31390	19518
3083	31402	19509
3084	31412	19499
3085	31424	19489
3086	31435	19480
3087	31444	19469
3088	31455	19459
3089	31468	19451
3090	31478	19441
3091	31490	19431
3092	31507	19426
3093	31514	19413
3094	31523	19403
3095	31531	19391
3096	31541	19381
3097	31556	19373
3098	31565	19363
3099	31580	19356
3100	31596	19349
3101	31606	19339
3102	31615	19327
3103	31623	19316
3104	31633	19306
3105	31641	19294
3106	31648	19282
3107	31656	19271
3108	31670	19263
3109	31680	19253
3110	31688	19241
3111	31701	19233
3112	31712	19222
3113	31720	19211
3114	31730	19201
3115	31744	19193
3116	31752	19181
3117	31760	19170
3118	31769	19159
3119	31782	19150
3120	31793	19141
3121	31806	19132
3122	31817	19123
3123	31826	19112
3124	31836	19101
3125	31846	19091
3126	31860	19083
3127	31870	19073
3128	31880	19062
3129	31895	19055
3130	31904	19044
3131	31912	19033
3132	31923	19023
3133	31932	19012
3134	31941	19001
3135	31949	18990
3136	31957	18978
3137	31966	18968
3138	31976	18957
3139	31989	18949
3140	32000	18939
3141	32008	18927
3142	32017	18917
3143	32028	18907
3144	32036	18896
3145	32049	18887
3146	32058	18876
3147	32068	18865
3148	32076	18854
3149	32084	18843
3150	32092	18832
3151	32106	18823
3152	32116	18813
3153	32124	18802
3154	32137	18793
3155	32148	18783
3156	32163	18776
3157	32174	18766
3158	32182	18755
3159	32193	18745
3160	32199	18733
3161	32209	18722
3162	32221	18713
3163	32230	18702
3164	32240	18692
3165	32252	18683
3166	32261	18672
3167	32269	18661
3168	32280	18650
3169	32291	18641
3170	32299	18630
3171	32309	18619
3172	32321	18610
3173	32328	18598
3174	32337	18587
3175	32347	18577
3176	32356	18566
3177	32368	18557
3178	32378	18546
3179	32384	18534
3180	32397	18526
3181	32411	18517
3182	32418	18505
3183	32435	18499
3184	32442	18487
3185	32451	18476
3186	32457	18464
3187	32472	18456
3188	32482	18446
3189	32493	18437
3190	32508	18429
3191	32518	18419
3192	32529	18409
3193	32540	18399
3194	32550	18389
3195	32561	18379
3196	32572	18370
3197	32583	18359
3198	32593	18349
3199	32605	18340
3200	32616	18330
3201	32623	18318
3202	32632	18307
3203	32639	18295
3204	32649	18285
3205	32660	18275
3206	32668	18264
3207	32675	18252
3208	32683	18241
3209	32694	18231
3210	32703	18220
3211	32713	18210
3212	32721	18199
3213	32734	18190
3214	32751	18184
3215	32766	18176
3216	32780	18168
3217	32793	18159
3218	32803	18149
3219	32812	18138
3220	32821	18127
3221	32830	18117
3222	32840	18106
3223	32849	18095
3224	32858	18085
3225	32867	18073
3226	32876	18063
3227	32889	18054
